tweet_created_at,tweet_id_str,tweet_source,tweet_in_reply_to_status_id,tweet_in_reply_to_status_id_str,tweet_in_reply_to_user_id,tweet_in_reply_to_user_id_str,tweet_in_reply_to_screen_name,tweet_place_name,tweet_place_full_name,tweet_place_country_code,tweet_place_country,tweet_is_quote_status,tweet_retweet_count,tweet_favorite_count,tweet_favorited,tweet_retweeted,tweet_possibly_sensitive,tweet_lang,tweet_truncated,tweet_quoted_status_id_str,user_id_str,user_name,user_screen_name,user_location,user_profile_location,user_description,user_url,user_entities,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favorites_count,user_utc_offset,user_time_zone,user_geo_enabled,user_verified,user_statuses_count,user_lang,user_contributers_enabled,user_profile_image_url,user_default_profile,user_follow_request_sent,text_text,text_hashtags_count,text_symbols_count,text_user_mentions_count,text_urls_count,text_media_count
Tue Feb 13 18:22:58 +0000 2018,963478620210630000,TweetDeck,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,TRUE,,18245880,Cleveland Scene,ClevelandScene,Cleveland,,Cleveland's Weekly Alternative,http://clevescene.com,,FALSE,114548,1035,1184,Fri Dec 19 17:13:19 +0000 2008,,-18000,Eastern Time (US & Canada),TRUE,TRUE,56280,en,,http://pbs.twimg.com/profile_images/870756714307612673/qu4nlttW_normal.jpg,FALSE,,Cleveland VA Hospital reaches $161SNE_COMMA500 settlement with former nurse who sued over mishandled sexual harassment complaints  https://t.co/WgQBOeu6gi,0,1,0,0,0
Tue Feb 13 18:23:56 +0000 2018,963478864860270000,Twitter for Android,,,,,,Texarkana,"Texarkana, TX",US,United States,FALSE,0,0,FALSE,FALSE,,en,FALSE,,27158567,Jam Master D,DJJamMasterD,Texarkana,,Air Personality/Mixer/DJ https://www.facebook.com/DJjammasterd/  https://www.youtube.com/user/DJJamMasterD,http://www.jammasterd.webs.com,,FALSE,1839,1107,56,Sat Mar 28 02:25:03 +0000 2009,,-21600,America/Chicago,TRUE,FALSE,65542,en,,http://pbs.twimg.com/profile_images/895478300344147968/bvdPLpQn_normal.jpg,FALSE,,Nelly Under Criminal Investigation for Sexual Assault,0,0,0,0,0
Tue Feb 13 18:25:30 +0000 2018,963479258202038000,Twitter Web Client,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,1430793200,ARY News,ARYNEWSOFFICIAL,KarachiSNE_COMMAPakistan,,ARY News is a Pakistani news channel committed to bring you up-to-the minute news & featured stories from around Pakistan & all over the world.,http://www.arynews.tv,,FALSE,1256774,33,1205,Wed May 15 15:35:44 +0000 2013,,18000,Karachi,TRUE,TRUE,92114,en,,http://pbs.twimg.com/profile_images/914757678462881792/5Xng-KWa_normal.jpg,FALSE,,Woman accuses #MQMâ€™s #SalmanBaloch of rape and blackmailSNE_LFSNE_LFRead more: https://t.co/MTD4RgEgSo https://t.co/xMqSFx6C6S,2,0,0,1,1
Tue Feb 13 18:27:27 +0000 2018,963479750898483000,SocialFlow,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,972651,Mashable,mashable,,,Mashable is for superfans. We're not for the casually curious. Obsess with us.,http://mashable.com,,FALSE,9879340,2785,129320,Mon Mar 12 01:28:01 +0000 2007,,-18000,Eastern Time (US & Canada),TRUE,TRUE,280902,en,,http://pbs.twimg.com/profile_images/941796662770651137/cDtLVz1j_normal.jpg,FALSE,,'13 Reasons Why' book author kicked out of author group following sexual harassment allegationsSNE_LFhttps://t.co/VCkAnUq9ET,0,0,0,1,0
Tue Feb 13 18:28:14 +0000 2018,963479945841467000,CrowdControlHQ,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,TRUE,,82324228,DevonCornwall Police,DC_Police,Devon and CornwallSNE_COMMA England,,We do not monitor Twitter 24/7. For non emergencies or reporting crime email  101@dc.police.uk or in an emergency call 999.,http://www.dc.police.uk,,FALSE,71308,731,643,Wed Oct 14 10:00:44 +0000 2009,,0,London,TRUE,TRUE,19628,en,,http://pbs.twimg.com/profile_images/911217948894875648/8T6BunRT_normal.jpg,FALSE,,Looking forward to a great night out tomorrow?SNE_LFSNE_LFMake sure you are on the same page as your date.SNE_LFSNE_LFSex without consent is rape.SNE_LFSNE_LFFor more information about consent visit: https://t.co/7r4zBgcLXl https://t.co/oYaEqMM8wm,0,1,0,0,1
Tue Feb 13 18:28:31 +0000 2018,963480017849155000,Twitter Web Client,,,,,,,,,,TRUE,0,0,FALSE,FALSE,FALSE,en,TRUE,9.63E+17,33931931,Steven Cohn,spcohn,NYC,,"I try hard to be a great FatherSNE_COMMA Husband & Entrepreneur. 
SNE_LF
SNE_LFI blog here: http://V1Again.com",http://Validately.com,,FALSE,1409,1794,220,Tue Apr 21 15:11:50 +0000 2009,,-18000,Eastern Time (US & Canada),FALSE,TRUE,18491,en,,http://pbs.twimg.com/profile_images/484099544041259008/1Kl1qDO8_normal.jpeg,TRUE,,The President of the United StatesSNE_COMMA knowingly lied to protect a serial spousal abuser. And then sent out tweets suggesting that he is innocentSNE_COMMA while knowing that he is not. https://t.co/AuvT4gRGoX,0,1,0,0,0
Tue Feb 13 18:28:40 +0000 2018,963480054092173000,Twitter for iPhone,,,,,,Virginia,"Virginia, USA",US,United States,TRUE,0,0,FALSE,FALSE,FALSE,en,TRUE,9.63E+17,27303284,Ra'sclat Al Ghul,Felonious_munk,Chicago,,ï¿½ï¿½ Mikaela & Selassie's daddy. @lontierbanks' husband @NightlyShow @comedycentral Nothing To Lose (But Our Chains)  1 x Emmy 2 x Helen Hayes nominated,http://munkcomedy.com/tour,,FALSE,41796,1724,762,Sat Mar 28 20:37:38 +0000 2009,,-18000,Eastern Time (US & Canada),TRUE,TRUE,299532,en,,http://pbs.twimg.com/profile_images/961731455008366598/h60SZRp5_normal.jpg,FALSE,,Bootlegging does t just attack the giant corps. I wish people would discuss the industry from a place of knowledge instead this oversimplified SNE_QUOTEwhite man making money off Black peopleSNE_QUOTE trope. https://t.co/jtQsbLP9pj,0,1,0,0,0
Tue Feb 13 18:29:01 +0000 2018,963480142956908000,Twitter for Android,,,,,,Fort Lauderdale,"Fort Lauderdale, FL",US,United States,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,71963857,michelle sakasewa,sedition48,Fort LauderdaleSNE_COMMA FL,,evolution equality liberal atheist,,,FALSE,2291,3602,18,Sun Sep 06 04:16:24 +0000 2009,,,,TRUE,FALSE,52559,en,,http://pbs.twimg.com/profile_images/421036561384239104/GBJt7a82_normal.jpeg,TRUE,,Accused sexual harasser Blake Farenthold wants you to forget he owes you $84SNE_COMMA000 https://t.co/Mq6N6kmzaH via @HuffPostPol,0,0,1,1,0
Tue Feb 13 18:29:06 +0000 2018,963480163618041000,Twitter for iPhone,,,,,,Michigan,"Michigan, USA",US,United States,TRUE,0,0,FALSE,FALSE,FALSE,en,FALSE,7.07E+17,1901731448,mieshaâ£ï¸,forevermiesha,,,mieshaï¿½ 19| #svsuï¿½ï¿½â€âš–ï¸| @the_truth36ï¿½,,,FALSE,2020,2157,6,Tue Sep 24 20:49:44 +0000 2013,,-14400,Atlantic Time (Canada),TRUE,FALSE,126685,en,,http://pbs.twimg.com/profile_images/961101799762661376/0xwHb507_normal.jpg,FALSE,,â€œwhy donâ€™t more sexual assault victims come toward?â€ https://t.co/zaSP5K5Wo6,0,0,0,1,0
Tue Feb 13 18:30:16 +0000 2018,963480458309890000,Buffer,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,30868693,KOKH FOX 25,OKCFOX,Oklahoma CitySNE_COMMA OK,,Watch FOX 25 at 5 pmSNE_COMMA 9 p.m. and 10 p.m. and Good Day OK weekdays from 5 to 9 a.m. and at 11 a.m.,http://www.okcfox.com,,FALSE,35679,575,765,Mon Apr 13 13:58:13 +0000 2009,,-21600,Central Time (US & Canada),TRUE,TRUE,106140,en,,http://pbs.twimg.com/profile_images/956768182735384577/WZuwFvAc_normal.jpg,FALSE,,Oklahoma lawmaker wants judge removed over rape plea deal https://t.co/m2259Ddxc3 https://t.co/Euvk89Ddo1,0,0,0,1,1
Tue Feb 13 18:30:22 +0000 2018,963480482120740000,TweetDeck,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,18999261,FOX 10 Phoenix,FOX10Phoenix,PhoenixSNE_COMMA AZ,,Phoenix breaking newsSNE_COMMA weatherSNE_COMMA politicsSNE_COMMA sports and more.  Tweet us your tips and pics with hashtag #fox10phoenix,http://www.FOX10Phoenix.com,,FALSE,274661,1204,1809,Wed Jan 14 22:29:11 +0000 2009,,-25200,Arizona,TRUE,TRUE,335301,en,,http://pbs.twimg.com/profile_images/378800000666485943/8b41e00101e9eb119e056eb7b0ce6096_normal.png,FALSE,,#NEW: Apache Junction police seek sexual assault suspect. https://t.co/Q2q9yesyR2 https://t.co/mAg0ZSu6l5,1,0,0,1,1
Tue Feb 13 18:30:41 +0000 2018,963480562446032000,Twitter for iPhone,,,,,,Virginia,"Virginia, USA",US,United States,FALSE,0,0,FALSE,FALSE,,en,TRUE,,27303284,Ra'sclat Al Ghul,Felonious_munk,Chicago,,ï¿½ï¿½ Mikaela & Selassie's daddy. @lontierbanks' husband @NightlyShow @comedycentral Nothing To Lose (But Our Chains)  1 x Emmy 2 x Helen Hayes nominated,http://munkcomedy.com/tour,,FALSE,41796,1724,763,Sat Mar 28 20:37:38 +0000 2009,,-18000,Eastern Time (US & Canada),TRUE,TRUE,299533,en,,http://pbs.twimg.com/profile_images/961731455008366598/h60SZRp5_normal.jpg,FALSE,,You want to bootleg? Have at it. Just don't pretend it's some righteous attack on corporations (who will continue to make films...just not films for YOU.) star actors/directors/producers often have THEIR backends tied to box office numbers.,0,0,0,0,0
Tue Feb 13 18:30:57 +0000 2018,963480628695130000,Twitter for iPhone,9.63E+17,9.63E+17,15742406,15742406,texasannie,Houston,"Houston, TX",US,United States,FALSE,0,0,FALSE,FALSE,,en,FALSE,,15742406,Annie Bulloch @ ECCC (Artists Alley T9),texasannie,HoustonSNE_COMMA TX,,Freelance writer/editor | ComicsSNE_COMMA #DnDSNE_COMMA pop cultureSNE_COMMA foodSNE_COMMA dogs | Co-owner @8dcomix | @LCSValkyries Co-Admin/Social Media Admin | She/Her,,,FALSE,1439,1549,68,Tue Aug 05 22:01:31 +0000 2008,,-21600,Central Time (US & Canada),TRUE,FALSE,26379,en,,http://pbs.twimg.com/profile_images/865274320226058240/A-Sgotsq_normal.jpg,FALSE,,@satinephoenix And as alwaysSNE_COMMA we can ditch sexual assault as a story point or background or whatever else FOREVER.,0,0,1,0,0
Tue Feb 13 18:31:58 +0000 2018,963480885021552000,Twitter for Android,,,,,,Buechel,"Buechel, KY",US,United States,TRUE,0,0,FALSE,FALSE,FALSE,en,FALSE,9.63E+17,28484681,Steve Bittenbender,freelancehack,LouisvilleSNE_COMMA KY,,KY/So Ind correspondent for @Reuters. @SeafoodSource contributor. Writer for @sports_cj & others. UofLSNE_COMMA RedsSNE_COMMA IslesSNE_COMMA MCFC & Bengals fan. RTs â‰  endorsements âœï¸,https://twitter.com/freelancehack,,FALSE,3647,2405,67,Fri Apr 03 02:47:18 +0000 2009,,-18000,Eastern Time (US & Canada),TRUE,FALSE,57358,en,,http://pbs.twimg.com/profile_images/892358307616141312/p_PeqMiA_normal.jpg,FALSE,,This will become the latest political sexual harassment story in 3... 2... https://t.co/o2StPlQMrR,0,0,0,1,0
Tue Feb 13 18:32:08 +0000 2018,963480929426489000,Twitter for iPhone,,,,,,,,,,FALSE,0,0,FALSE,FALSE,,en,TRUE,,78374557,Anindya Chatterjee,andyact,kolkata,,By profession:Actor-|Bapi bari jaa|Amanush2|Chatushkone|Belaseshe|Ashche Abar Shabor| part time caffeine junkie-musically inclined. profile managed by me.,https://www.facebook.com/pages/Anindya-Chatterjee/666373830085468,,FALSE,14519,1283,19,Tue Sep 29 18:00:47 +0000 2009,,19800,Kolkata,TRUE,TRUE,15150,en,,http://pbs.twimg.com/profile_images/961175183082975232/jCCNmZqR_normal.jpg,FALSE,,Make everyday 'No Rape Day 'SNE_COMMA No Dowry Day'SNE_COMMA' No Domestic violence Day'SNE_COMMA 'No sexual Harassment Day'...rather than having a manufactured Romance day.,0,0,0,0,0
Tue Feb 13 18:32:53 +0000 2018,963481118346444000,Twitter for iPhone,9.63E+17,9.63E+17,182996897,182996897,Hebsevenfour,Leeds,"Leeds, England",GB,United Kingdom,FALSE,0,0,FALSE,FALSE,,en,TRUE,,629612160,Martin Larner,MartinLarner,Yorkshire,,I'm not that DJ you've perhaps mistaken me for...,,,FALSE,201,44,7,Sat Jul 07 18:08:23 +0000 2012,,0,London,TRUE,FALSE,15303,en,,http://pbs.twimg.com/profile_images/2379845769/19u4yvxu73wavj6iknmf_normal.jpeg,FALSE,,@Hebsevenfour @DomHeroEllis @Charlot84851771 Ask yourselfSNE_COMMA is it easier to justify extradition of a man from a country who hasnâ€™t been accused of anything in that countrySNE_COMMA or is it easier to justify extradition of someone accused of rape,0,0,3,0,0
Tue Feb 13 18:32:54 +0000 2018,963481120741486000,Twitter for Android,9.63E+17,9.63E+17,3048341305,3048341305,Dragon_Shivers,Halifax,"Halifax, Nova Scotia",CA,Canada,FALSE,0,0,FALSE,FALSE,,en,FALSE,,95330849,ï¿½ï¿½ï¿½ï¿½ Vixie Bee ï¿½ï¿½ï¿½ï¿½,VixieBee,Halifax/Nova Scotia/Canada,,âœ’ Cartoonist & Illustrator | ï¿½ Herowins | â™€ï¸ Gameazons | ï¿½ï¸â€ï¿½ Queer & NonBinary | ï¿½: ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ SNE_LFï¿½ Vixie.Bee@gmail.com ï¿½,http://www.vixiebee.ca/,,FALSE,469,592,17,Tue Dec 08 02:15:34 +0000 2009,,-18000,Quito,TRUE,FALSE,6362,en,,http://pbs.twimg.com/profile_images/954947795256999936/XJjl3r4N_normal.jpg,FALSE,,@Dragon_Shivers YeahSNE_COMMA the rape method seems simpler. It'll be a lot easier in a few years when I can get to actual plug sizes. Haha,0,0,1,0,0
Tue Feb 13 18:33:03 +0000 2018,963481159240994000,Twitter Web Client,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,TRUE,,4417847901,Audrie & Daisy Film,AudrieandDaisy,,,#AudrieandDaisySNE_COMMA a documentary exploring rapeSNE_COMMA traumaSNE_COMMA power & coming of age in the world of social media. Now streaming on Netflix.,http://www.audrieanddaisy.com/,,FALSE,5070,839,53,Tue Dec 08 17:26:35 +0000 2015,,,,TRUE,TRUE,2500,en,,http://pbs.twimg.com/profile_images/768069243757748225/QQxKlyCV_normal.jpg,TRUE,,Join us in flooding the internet with love for survivors of sexual assault on Twitter Feb. 14th 9am PST using the hashtag #SurvivorLoveLetter. https://t.co/glF7SIlQWT,1,0,0,0,1
Tue Feb 13 18:33:34 +0000 2018,963481287930667000,Twitter for iPhone,9.63E+17,9.63E+17,528117596,528117596,steph2turntt,State College,"State College, PA",US,United States,FALSE,0,0,FALSE,FALSE,,en,TRUE,,528117596,Stephanie,steph2turntt,DMV | PSU,,Cameroonian| Political junkie| Feminist| writer: @PSUunderground| @PennStateHonors student|,https://www.instagram.com/steph2turntt/?hl=en,,FALSE,1496,1482,11,Sun Mar 18 03:49:04 +0000 2012,,-18000,Eastern Time (US & Canada),TRUE,FALSE,21189,en,,http://pbs.twimg.com/profile_images/960908382491299840/s1YACpnR_normal.jpg,FALSE,,Lmaooo for context we were talking about sexual assault. We just watched a video of someone raping an unconscious woman. I was agreeing that thatâ€™s not how fun sex is supposed to be OKURRRR.,0,0,0,0,0
Tue Feb 13 18:33:54 +0000 2018,963481370659115000,TweetDeck,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,TRUE,,9.03E+17,Stand Up Ideas,StandUpIdeas,,,Founded by @Evan_McMullin & @MindyFinn to strengthen Americansâ€™ commitment to democratic ideals & norms through civic education & leadership development.,http://StandUpIdeas.com,,FALSE,1520,37,19,Tue Aug 29 21:18:06 +0000 2017,,-28800,Pacific Time (US & Canada),FALSE,TRUE,43,en,,http://pbs.twimg.com/profile_images/914886054938898434/4C1AeHv5_normal.jpg,FALSE,,â€œI think what youâ€™re seeing now is an attack on the enlightenmentâ€”and enlightenment documents like the Constitutionâ€”by adversaries trying to create a post-truth society. And thatâ€™s a direct threat to the foundations of our current civilization.SNE_QUOTE https://t.co/LlhLRqa4fs,0,1,0,0,0
Tue Feb 13 18:34:10 +0000 2018,963481439428861000,Twitter for iPhone,,,,,,Springfield,"Springfield, IL",US,United States,FALSE,0,0,FALSE,FALSE,,en,FALSE,,14229903,Monique Garcia,moniquegarcia,SpringfieldSNE_COMMA IL,,Statehouse reporter @chicagotribune  covering the spectacle that is Illinois government.,http://www.chicagotribune.com/cloutstreet,,FALSE,11519,2278,503,Wed Mar 26 21:22:43 +0000 2008,,-21600,Central Time (US & Canada),TRUE,TRUE,10272,en,,http://pbs.twimg.com/profile_images/598678162411692032/TdEXa2VM_normal.jpg,FALSE,,Rep. DrurySNE_COMMA a frequent Madigan criticSNE_COMMA calls for him to step down following accusations a campaign aide engaged in sexual harassment.,0,0,0,0,0
Tue Feb 13 18:34:31 +0000 2018,963481525843984000,Twitter for Android,,,,,,Napa,"Napa, CA",US,United States,TRUE,0,0,FALSE,FALSE,FALSE,en,TRUE,9.63E+17,2966967788,Linda Schoenherr,LindaSchoenherr,NapaSNE_COMMA CA,,GodSNE_COMMA AmericaSNE_COMMA TruthSNE_COMMA ChristianSNE_COMMA Web Developer. Block porn and foul language.,,,FALSE,2953,2532,69,Thu Jan 08 18:22:51 +0000 2015,,,,TRUE,FALSE,44192,en,,http://pbs.twimg.com/profile_images/716659905621397504/KhC_N2qF_normal.jpg,FALSE,,Obamas focus on similar in the pastSNE_COMMA remember his stance on airplaneSNE_COMMA modeling in front of flight attendants. Classless. True to Radical IslamSNE_COMMA there treatment of womenSNE_COMMA beatingSNE_COMMA rape and imprisonment in burkas.  @mitchellvii https://t.co/aC3Wo8glHC,0,1,1,0,0
Tue Feb 13 18:35:08 +0000 2018,963481684783050000,Twitter for Android,,,,,,,,,,TRUE,0,0,FALSE,FALSE,FALSE,en,TRUE,9.63E+17,20391779,ï¿½ Dr. Matt Lodder ï¿½,mattlodder,LondonSNE_COMMA United Kingdom,,Art historian & Director of US Studies @EssexArtHistory @ISC_Essex TattoosSNE_COMMA politicsSNE_COMMA artSNE_COMMA higher-edSNE_COMMA fashionSNE_COMMA sex. Writing a history of tattoos as art.,http://www.essex.ac.uk/arthistory/staff/profile.aspx?ID=3323,,FALSE,6443,5308,196,Sun Feb 08 20:52:27 +0000 2009,,0,London,TRUE,TRUE,66411,en,,http://pbs.twimg.com/profile_images/953671976417153024/HaFEoLEs_normal.jpg,FALSE,,Imagine being more cross about imaginary sexual innuendo in a painting is an ex president than you are about actual sexual assault carried out by the current one. https://t.co/UGubrd7bMG,0,1,0,0,0
Tue Feb 13 18:35:10 +0000 2018,963481690726371000,SocialFlow,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,TRUE,,78714922,Intl. Business Times,IBTimes,New YorkSNE_COMMA NY,,Real-time newsSNE_COMMA intelligence and analysis on the forces reshaping the global and national economies.,http://www.ibtimes.com,,FALSE,129139,58,1895,Wed Sep 30 21:37:53 +0000 2009,,-18000,Eastern Time (US & Canada),TRUE,TRUE,159983,en,,http://pbs.twimg.com/profile_images/674808054462869505/qOB3exbT_normal.png,FALSE,,SNE_QUOTE13 Reasons WhySNE_QUOTE author Jay Asher has been banned from a writers organization after being accused of sexual harassment https://t.co/PQDikpxvWf https://t.co/toe29VtFBj,0,1,0,0,1
Tue Feb 13 18:35:47 +0000 2018,963481846939037000,Twitter for iPhone,,,,,,Springfield,"Springfield, IL",US,United States,TRUE,0,0,FALSE,FALSE,FALSE,en,FALSE,9.63E+17,14229903,Monique Garcia,moniquegarcia,SpringfieldSNE_COMMA IL,,Statehouse reporter @chicagotribune  covering the spectacle that is Illinois government.,http://www.chicagotribune.com/cloutstreet,,FALSE,11519,2278,503,Wed Mar 26 21:22:43 +0000 2008,,-21600,Central Time (US & Canada),TRUE,TRUE,10273,en,,http://pbs.twimg.com/profile_images/598678162411692032/TdEXa2VM_normal.jpg,FALSE,,Madigan â€œis the face of sexual harassment in IllinoisSNE_COMMAâ€ Drury said. Madigan not on the floor. https://t.co/wHZp2N7bka,0,0,0,1,0
Tue Feb 13 18:37:47 +0000 2018,963482350935007000,Twitter for iPhone,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,233888048,Sophie Doughty,Sophie_Doughty,,,Crime Reporter at Newcastle Evening Chronicle. From North Shields. Regional Press Awards winner http://www.chroniclelive.co.uk/authors/sophie-doughty/,http://chroniclelive.co.uk,,FALSE,2349,891,63,Tue Jan 04 10:28:54 +0000 2011,,-28800,Pacific Time (US & Canada),TRUE,TRUE,7745,en,,http://pbs.twimg.com/profile_images/445668973682503680/ZfK2TM23_normal.jpeg,TRUE,,Eric McKenna case: Have attitudes to rape victims really changed? SNE_LF https://t.co/LlXluLsswU,0,0,0,1,0
Tue Feb 13 18:38:16 +0000 2018,963482472540528000,IFTTT,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,TRUE,,793624014,Akpraise.com,AkpraiseMedia,LagosSNE_COMMA Nigeria,,Nigerian online media platform availing the latest in entertainmentSNE_COMMA fashionSNE_COMMA celebritySNE_COMMA sportsSNE_COMMA and political news. Contact: admin@akpraise.com,http://akpraise.com,,FALSE,314659,242,582,Fri Aug 31 11:07:56 +0000 2012,,3600,West Central Africa,TRUE,TRUE,16887,en,,http://pbs.twimg.com/profile_images/884874469533265920/PFlIxMKk_normal.jpg,TRUE,,â€œHe took out a knife and stabbed me in my ribs before swallowing poisonâ€ â€“ Woman shares her story of domestic violence https://t.co/Jpbno9WNpQ,0,1,0,0,0
Tue Feb 13 18:39:25 +0000 2018,963482759267266000,Hootsuite,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,19329393,Perez Hilton,PerezHilton,Los AngelesSNE_COMMA CA,,This is the account for http://PerezHilton.com. For the man himselfSNE_COMMA follow @ThePerezHilton For booking inquiriesSNE_COMMA email Bookings@perezhilton.com,http://PerezHilton.com,,FALSE,6594109,578,39857,Thu Jan 22 06:47:48 +0000 2009,,-28800,Pacific Time (US & Canada),TRUE,TRUE,295734,en,,http://pbs.twimg.com/profile_images/668939771914223616/EYUGQdtq_normal.jpg,FALSE,,Nelly is accused of sexual assault again after another charge was recently dropped. https://t.co/v8rVWfhKaH,0,0,0,1,0
Tue Feb 13 18:40:02 +0000 2018,963482914175569000,Twitter for Android,9.61E+17,9.61E+17,798559818,798559818,SarahClarkin,South Dublin,"South Dublin, Ireland",IE,Ireland,FALSE,0,0,FALSE,FALSE,,en,TRUE,,239507671,PÃ¡draig Ã­ DonnchÃº,NeilSimpsonCSC,DublinSNE_COMMA Ireland.,,CelticSNE_COMMA Celtic that's the team for me.SNE_LFSNE_LFSupporter of a United Ireland from cradle to grave #IrishUnity,,,FALSE,2665,2608,11,Mon Jan 17 19:52:33 +0000 2011,,0,Casablanca,TRUE,FALSE,11280,en,,http://pbs.twimg.com/profile_images/909892342311784450/fn-JRKmx_normal.jpg,FALSE,,@SarahClarkin @michaeloconnor9 The underwear situation was a joke but it's a trial; they entitled to due process and a thorough trial. Plenty of women falsely cry rape and going off her friends texts she pulled that stunt so I'm all for an in-depth trial.,0,0,2,0,0
Tue Feb 13 18:41:24 +0000 2018,963483260805369000,Buffer,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,17050748,WGNMorningNews,WGNMorningNews,Chicago,,WGN Morning News. We're not drunkSNE_COMMA we swear. Weekdays 4-10a.,http://wgntv.com/morningnews,,FALSE,81042,454,804,Wed Oct 29 20:19:46 +0000 2008,,-21600,Central Time (US & Canada),TRUE,TRUE,21841,en,,http://pbs.twimg.com/profile_images/948572629480427520/d0P5-IWd_normal.jpg,FALSE,,Woman who accused Madigan aide of sexual harassment speaks outSNE_LFhttps://t.co/pfKPrxQV16,0,0,0,1,0
Tue Feb 13 18:42:01 +0000 2018,963483413620588000,Twitter for iPhone,9.63E+17,9.63E+17,17919393,17919393,W7VOA,New Orleans,"New Orleans, LA",US,United States,FALSE,0,0,FALSE,FALSE,,en,FALSE,,16301619,babsjohnson,babsjohnson,New OrleansSNE_COMMA LA,,Youth advocate. Proud Mom. Passionate fighter for LGBT rights. Member of the sisterhood of curly hair.,,,FALSE,924,1770,19,Mon Sep 15 20:34:18 +0000 2008,,-21600,Central Time (US & Canada),TRUE,FALSE,22357,en,,http://pbs.twimg.com/profile_images/779771625348567040/z45iDM91_normal.jpg,TRUE,,@W7VOA @POTUS Hard for a guy w/ multiple sexual assault allegations to answer that one. Yet another reason he should not be POTUS.,0,0,2,0,0
Tue Feb 13 18:43:17 +0000 2018,963483734199623000,SnappyTV.com,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,18753424,Sunrise,sunriseon7,Sydney,,Official tweets from Australia's most popular brekky show. You can also join us at http://facebook.com/sunrise & on @Instagram - sunriseon7 ï¿½ï¿½ #sun7,http://yahoo7.com.au/sunrise,,FALSE,479455,27211,1954,Thu Jan 08 04:22:43 +0000 2009,,39600,Sydney,TRUE,TRUE,114333,en,,http://pbs.twimg.com/profile_images/693887479363948544/gMQfPvf4_normal.jpg,FALSE,,AFL great Shannon Grant is facing a number of serious assault allegationsSNE_COMMA including an attack on a woman. https://t.co/mPLrcOF0vT,0,0,0,0,1
Tue Feb 13 18:43:34 +0000 2018,963483806324969000,Twitter Web Client,9.63E+17,9.63E+17,52961107,52961107,ohJuliatweets,,,,,FALSE,0,0,FALSE,FALSE,,en,TRUE,,15138822,Courtney Enlow,courtenlow,Chicago-ish,,Be a Pisces. Jam. @SYFYFANGRRLS | also seen @pajiba @VanityFair @bustle @glamourmag,,,FALSE,8162,826,181,Mon Jun 16 21:20:36 +0000 2008,,-21600,Central Time (US & Canada),FALSE,TRUE,12958,en,,http://pbs.twimg.com/profile_images/954453376653320192/l5ievzje_normal.jpg,FALSE,,@ohJuliatweets Men replying to this still care more about female Ghostbusters than sexual assault because that's all you clownshoes are talking about.,0,0,1,0,0
Tue Feb 13 18:44:47 +0000 2018,963484110814629000,TweetDeck,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,98736008,Caroline Kenny,carolinerkenny,DC by way of CHI/NYC/CHS,,@CNNPolitics producer. @NorthwesternU @MedillSchool '16 & @CofC '15. Fan of sportsSNE_COMMA elections & Springsteen. NY nativeSNE_COMMA calling SC homeSNE_COMMA living in DC,http://www.cnn.com/profiles/caroline-kenny,,FALSE,2101,2646,48,Tue Dec 22 22:39:02 +0000 2009,,-21600,Central Time (US & Canada),TRUE,TRUE,10853,en,,http://pbs.twimg.com/profile_images/891441142281117696/y6CCLqjD_normal.jpg,FALSE,,Democratic Sen. Bob Menendez says President Trump has a SNE_QUOTEmoral obligationSNE_QUOTE to speak out against domestic violence https://t.co/ovBT27LeXk,0,0,0,1,0
